华为吧电影之1,#genre#
科幻片-光环：夜幕,https://m3u.nikanba.live/share/a9707cb92c8d487aa3f4aaf27937c78a.m3u8
科幻片-进击的巨人真人版：前篇,https://m3u.nikanba.live/share/f740f5145dc44955afbba6761cdc0410.m3u8
科幻片-洛杉矶之战,https://m3u.nikanba.live/share/aa8288383acd4ac9988a98e1f885a8ee.m3u8
科幻片-新哥斯拉,https://m3u.nikanba.live/share/38a2d4a1d2d14ec28fce62db63498555.m3u8
科幻片-异星觉醒,https://m3u.nikanba.live/share/2ae9cdbdb7dc4845a61bd8fd7fd9c29a.m3u8
科幻片-幽灵战队,https://m3u.nikanba.live/share/12a2a486ea944f95970e774db626d864.m3u8
科幻片-猎杀星期一,https://m3u.nikanba.live/share/95b755844da847b09f894fad6828e588.m3u8
科幻片-透明人2,https://m3u.nikanba.live/share/234a0dc5a4a04e1f991d904696a22561.m3u8
科幻片-移动迷宫3：死亡解药,https://m3u.nikanba.live/share/c0799912cd844f119f460a5303d8ca50.m3u8
科幻片-金刚狼3：殊死一战,https://m3u.nikanba.live/share/9778d1b57c774864a8ad18a469649597.m3u8
科幻片-星河战队,https://m3u.nikanba.live/share/a056323696f9421791d049a51fdb2076.m3u8
科幻片-异形3,https://m3u.nikanba.live/share/b1733e7636cf4447901899e63a27a3e8.m3u8
科幻片-移动迷宫,https://m3u.nikanba.live/share/bd7a22a437f0413bb36fadfa7b64697b.m3u8
科幻片-蚁人,https://m3u.nikanba.live/share/92fd71163a8c4ce5b1b41e1a65ec1e70.m3u8
科幻片-异形：契约,https://m3u.nikanba.live/share/a60136d68f8a44aa9fe4c0c294af9c72.m3u8
科幻片-月球,https://m3u.nikanba.live/share/41392b85f60a41df9f18f3dc0bbfc73b.m3u8
科幻片-普罗米修斯,https://m3u.nikanba.live/share/65aa08e3533145ff90f4a08d4ee2256e.m3u8
科幻片-终结者2018,https://m3u.nikanba.live/share/04ffaa364f4844f083216ae20d98f517.m3u8
科幻片-机械战警,https://m3u.nikanba.live/share/242eaa4ff7bb4326abd88a62cae65aeb.m3u8
科幻片-机器战警2,https://m3u.nikanba.live/share/f7a07274c7d845a1a08bd0501e5bc76f.m3u8
科幻片-机器战警,https://m3u.nikanba.live/share/7a1294c05e2341abb08efcb87e1c6a11.m3u8
科幻片-伊沃克人：为恩多而战,https://m3u.nikanba.live/share/121c4aa81c4f49d2b077922403ab112e.m3u8
科幻片-勇敢的马队：伊沃克人历险记,https://m3u.nikanba.live/share/f495bc36ad344e4eb27b03293475e5af.m3u8
科幻片-云图,https://m3u.nikanba.live/share/cf8aef2a7e394614858bed96eb3ab623.m3u8
科幻片-感官游戏,https://m3u.nikanba.live/share/7f39a7d7ca114014b5466c43ddfdde55.m3u8
科幻片-欧罗巴报告,https://m3u.nikanba.live/share/efd14c57c7e5448d8cec938d132fde8c.m3u8
科幻片-匿名者,https://m3u.nikanba.live/share/8d5f74c4fb20487fa966a9734a6e274f.m3u8
科幻片-神秘博士：海魔传说,https://m3u.nikanba.live/share/a5611bc2b80a42d3acb9db828eb78c9d.m3u8
科幻片-47号物品,https://m3u.nikanba.live/share/b08cf849014f4e27ba1fc28907e38d99.m3u8
科幻片-另一个地球,https://m3u.nikanba.live/share/17d50eac98ab496b84eca3ed711c12d6.m3u8
科幻片-关键第四号,https://m3u.nikanba.live/share/6c79e0fa1fc143c9a4a1ed6369d9be14.m3u8
科幻片-猩球崛起2：黎明之战,https://m3u.nikanba.live/share/9a456cd5b8e34a87960b1800d8fcab7e.m3u8
科幻片-猩球崛起3：终极之战,https://m3u.nikanba.live/share/1206ad4de910465c9f60f0e88ec92303.m3u8
科幻片-终结者3,https://m3u.nikanba.live/share/af16c925a1744e3a88a29efbfb61c296.m3u8
科幻片-2001太空漫游,https://m3u.nikanba.live/share/0ae668ed84584c1e9f4d1d5bdcf53219.m3u8
科幻片-宝莱坞机器人之恋,https://m3u.nikanba.live/share/0295150ef1e24575a6d495aff095f77a.m3u8
科幻片-第五元素,https://m3u.nikanba.live/share/26091819a53f48c4a1fbf03e265a0cf3.m3u8
科幻片-他们叫我吉克,https://m3u.nikanba.live/share/14726ea8546441d7a10aef0aab20c678.m3u8
科幻片-终结者2：审判日,https://m3u.nikanba.live/share/62ee494c26054f4298db5e85bc0f1b86.m3u8
科幻片-生化危机5：惩罚,https://m3u.nikanba.live/share/2032d45e736c4dbd87302c4a3c6723e5.m3u8
科幻片-生化危机：终章,https://m3u.nikanba.live/share/f87cf821ad014f649ff5e1d343760253.m3u8
科幻片-似人非人,https://m3u.nikanba.live/share/0971910774dc40e9b83a7d269475394c.m3u8
科幻片-地心危机,https://m3u.nikanba.live/share/1ddfdc20576148b8bf90bc0051676a6c.m3u8
科幻片-破军X档案致命异变,https://m3u.nikanba.live/share/4485210b045147418fcd9c7af62ee6a1.m3u8
科幻片-流浪者年代记,https://m3u.nikanba.live/share/8814fe015dee455bb825bf0127e3304f.m3u8
科幻片-别闯阴阳界,https://m3u.nikanba.live/share/7436ee04565d42daae9001d4e1ccfdfd.m3u8
科幻片-航时凶间,https://m3u.nikanba.live/share/c000fd788a5c4a2aa9cdaedbf534f85b.m3u8
科幻片-智慧囚屋,https://m3u.nikanba.live/share/403d85a74c8a4890a0b58ff2822042f0.m3u8
科幻片-科洛弗悖论,https://m3u.nikanba.live/share/cb4aae78a1054a5f99acaca0b7f2b0c0.m3u8
科幻片-冰肤传说,https://m3u.nikanba.live/share/054f4d4e89c74255b6c9f7a279d82198.m3u8
科幻片-X战警：天启,https://m3u.nikanba.live/share/3ddf4a5bc5814d29ae6d1d15fd007bd2.m3u8
科幻片-宇宙记忆,https://m3u.nikanba.live/share/c2d0e1784e2544678b1f716a10276341.m3u8
科幻片-铠甲勇士之帝皇侠,https://m3u.nikanba.live/share/de1d3e050d614ed6b5f10435126c6eaa.m3u8
科幻片-黑暗扫描仪,https://m3u.nikanba.live/share/20dbf8607481462d938b0b38bcd9064b.m3u8
科幻片-地球上最后的日子,https://m3u.nikanba.live/share/2871156144a84d15b7c5dc5f994ebfbb.m3u8
科幻片-异星战场,https://m3u.nikanba.live/share/57d988fe56194e9aa1e95a286a876df5.m3u8
科幻片-核子航母遇险记,https://m3u.nikanba.live/share/c427c041af7043a588585450fbc7bf1d.m3u8
科幻片-猎人猎物,https://m3u.nikanba.live/share/8bc412a439154acba19f6ca3b2b029a1.m3u8
科幻片-僵尸启示录：救赎,https://m3u.nikanba.live/share/dbe8a97dd428427798bdbcc34ffe1b38.m3u8
科幻片-天袭,https://m3u.nikanba.live/share/08f023cae49c4affbc75b3cb219f9f16.m3u8
科幻片-超人,https://m3u.nikanba.live/share/210636e5475048598e116957fd06812d.m3u8
科幻片-异形大战忍者,https://m3u.nikanba.live/share/2a0ef4235ff840cc88678aae105aa6f5.m3u8
科幻片-幻影侠,https://m3u.nikanba.live/share/a2ec8c8405694d7ebb7d9e693f32829a.m3u8
科幻片-人世下游,https://m3u.nikanba.live/share/bc745ad0db374f309df89ae6a9d46785.m3u8
科幻片-再造人卡辛,https://m3u.nikanba.live/share/e3152e45a371426d9e7b147d880d4794.m3u8
科幻片-机器战警3,https://m3u.nikanba.live/share/f042df752d524344894620c2f3d84470.m3u8
科幻片-星河战队3：掠夺者,https://m3u.nikanba.live/share/282a6f2e9dc647e99f4c08e4848ac3f7.m3u8
科幻片-星河战队2：联邦英雄,https://m3u.nikanba.live/share/05d1fb1f98424fc5a60ef6b443b42c70.m3u8
科幻片-雉岳山,https://m3u.nikanba.live/share/38b14aca565b4b4aa1f6582509c7ad0d.m3u8
科幻片-57秒,https://m3u.nikanba.live/share/9decc713d2bf4abc8e21ca74eb5831dd.m3u8
科幻片-神秘博士：红宝石路教堂,https://m3u.nikanba.live/share/9efa5bfdc2744fd7b772a03331bb6f05.m3u8
科幻片-别流淌呀，河水,https://m3u.nikanba.live/share/9260ff268481460e8e537eef3b3a7971.m3u8
科幻片-吞天巨鲨,https://m3u.nikanba.live/share/76a04fa113e34d6da378b706913bf306.m3u8
科幻片-绝命海岛,https://m3u.nikanba.live/share/6770b55360034e58813ba922d2d3d353.m3u8
科幻片-AR物语,https://m3u.nikanba.live/share/212c64bf9e184f039321ccd42cb518d8.m3u8
科幻片-沙丘虫暴,https://m3u.nikanba.live/share/0160103d7eee4837a4dcdff2563237ba.m3u8
科幻片-犬屋敷 真人版,https://m3u.nikanba.live/share/73b06d2a171d44709fc0fdd9e96621d0.m3u8
科幻片-绝命空间站,https://m3u.nikanba.live/share/1776a7e61fd04e14ae1df64de9f4d7bb.m3u8
科幻片-星门深渊,https://m3u.nikanba.live/share/7315971de6bc4f6aa566eeb454398582.m3u8
科幻片-星球大战2：帝国反击战,https://m3u.nikanba.live/share/77198a478ac64db0b045d9c338331ef7.m3u8
科幻片-黑寡妇,https://m3u.nikanba.live/share/bed7cd7bab294f18a66384ed77c57db6.m3u8
科幻片-阴云,https://m3u.nikanba.live/share/b97e2e844c61485aa7aed36930f9aa6a.m3u8
科幻片-基因世代,https://m3u.nikanba.live/share/a3ab8afcce3041c6aa1ad5dc22561cbe.m3u8
科幻片-消失的1943,https://m3u.nikanba.live/share/f9b3c243fea44cb99517129403710566.m3u8
科幻片-天兆,https://m3u.nikanba.live/share/1134eba3dfa94e2eb67f7b1c5be0bdc7.m3u8
科幻片-末日深眠,https://m3u.nikanba.live/share/fd24cf1584a24d70bf9b235e3552b3a2.m3u8
科幻片-饥饿游戏,https://m3u.nikanba.live/share/4293c3fc2623407484a0267fa9731739.m3u8
科幻片-天魔异种,https://m3u.nikanba.live/share/a4442e294cdb471f8d0cfb1306cc88b9.m3u8
科幻片-时空追寻,https://m3u.nikanba.live/share/76aebba70ded4bd998433117f1b0dfb1.m3u8
科幻片-鲨卷风,https://m3u.nikanba.live/share/92cf6e8059a94c0786310ce21bd96dd3.m3u8
科幻片-人工智能,https://m3u.nikanba.live/share/3c01fad9b85e4781b9bc401c14594dd5.m3u8
科幻片-星际传奇2,https://m3u.nikanba.live/share/b36b44a6e95b4e5b8d72acd889d6d929.m3u8
科幻片-刀锋战士3,https://m3u.nikanba.live/share/6e127745f1f04af0bf6edc791e64fd00.m3u8
科幻片-传染病,https://m3u.nikanba.live/share/03f45b73da98415e9ca2a851c5450b77.m3u8
科幻片-超时空救兵,https://m3u.nikanba.live/share/90b86729f602483ebd26f35cc0465628.m3u8
科幻片-超级战舰,https://m3u.nikanba.live/share/c19d62f1484748a0b91c103f44500321.m3u8
科幻片-环形使者,https://m3u.nikanba.live/share/fa7262acf1ae4d78a7d8a8aa545bc238.m3u8
科幻片-彗星来的那一夜,https://m3u.nikanba.live/share/3cadf645e6f64f759c5df6938c316a96.m3u8
科幻片-机动战士高达SEED FREEDOM,https://m3u.nikanba.live/share/b7033601defe42a0b22eee9bf3a442d3.m3u8
科幻片-异界之门,https://m3u.nikanba.live/share/d469388db3fa4687b6c4af812ed0c133.m3u8
科幻片-眠山怪影,https://m3u.nikanba.live/share/f9554d54fa04419bb3d7b15250108f73.m3u8
科幻片-亲爱的，我把孩子放大了,https://m3u.nikanba.live/share/d8dfcd5db73544fa805b1dd7478e2318.m3u8
科幻片-狂犬病1977,https://m3u.nikanba.live/share/05a1d05332e84fe3bb23fa1a3289256d.m3u8
科幻片-人肉鼠餐,https://m3u.nikanba.live/share/1049ba5089a6414fbb1b782fa95b9783.m3u8
科幻片-何处是巧克力山,https://m3u.nikanba.live/share/de614d1ef76b4e89ba0389114af0ce19.m3u8
科幻片-超能太监,https://m3u.nikanba.live/share/58068b6acf83411098e247a1ad1979e3.m3u8
科幻片-蠢蛋进化论,https://m3u.nikanba.live/share/232dbfe01e154e8e94a52b21df899541.m3u8
科幻片-小魔星,https://m3u.nikanba.live/share/33529fd276544d03b6cf60f7236fff34.m3u8
科幻片-最后的复仇者们2,https://m3u.nikanba.live/share/f1ed79cd11274fbfb8d11a5943b7234d.m3u8
科幻片-八爪狂鲨大战梭鱼翼龙,https://m3u.nikanba.live/share/053f68560904486bbcd37042d6a7b1bd.m3u8
科幻片-寻找黎明,https://m3u.nikanba.live/share/fe89c2f311044b25a77e75d4b4687b71.m3u8
科幻片-嗨翻时空,https://m3u.nikanba.live/share/779bbd0355dd4566809ed10c6b343e38.m3u8
科幻片-巨物,https://m3u.nikanba.live/share/3f1da04a93dc4383b00bf791295560c4.m3u8
科幻片-二零一零,https://m3u.nikanba.live/share/a459e24c8326429d865f820bde358ca5.m3u8
科幻片-但丁01,https://m3u.nikanba.live/share/cfad01d2320a4f81a683b93c4c39f872.m3u8
科幻片-蝶蛹,https://m3u.nikanba.live/share/bcef69cb69934aed8bffe70c85186c5f.m3u8
科幻片-霹雳游侠2008电影版,https://m3u.nikanba.live/share/cb3f11014b814f5cb32863d93668f15a.m3u8
科幻片-异形终结2：狩猎,https://m3u.nikanba.live/share/9a8456b44f2c4d2db5265ac072fe2044.m3u8
科幻片-最后的哨兵,https://m3u.nikanba.live/share/b0c00cb1dfa74c59963a1cb7952301a2.m3u8
科幻片-天士梦,https://m3u.nikanba.live/share/fed9044b7c0f4187b674bbb35e32ebfe.m3u8
科幻片-星球大战3：绝地归来,https://m3u.nikanba.live/share/93bd67c3dd384251a3b9c9b4f9a5bac7.m3u8
科幻片-世界末日,https://m3u.nikanba.live/share/4dd13ac7e3a9437997dd91a6f969d38e.m3u8
科幻片-雾气蒙蒙,https://m3u.nikanba.live/share/09ad7a0332f14caf937866718c84a01e.m3u8
科幻片-刺,https://m3u.nikanba.live/share/3434cab7efd94bb88b584ab4ddbe5b06.m3u8
科幻片-虫洞效应,https://m3u.nikanba.live/share/ff961f1b7e4c4990ac14282e8bf269a6.m3u8
科幻片-最后一个人,https://m3u.nikanba.live/share/01e13a6d09d44a12b6e0b811b023cd98.m3u8
科幻片-杰森在太空,https://m3u.nikanba.live/share/dfb73862a5894070ae565d4fb3aaad93.m3u8
科幻片-海底三万里,https://m3u.nikanba.live/share/b2bbc923cd1c4ae98bf7f11ccae87bdd.m3u8
科幻片-未来战警,https://m3u.nikanba.live/share/aaa42c65d915472787d046ef2489fe93.m3u8
科幻片-迷失恐龙岛,https://m3u.nikanba.live/share/0e84576f08df4e8ba6ae1d21d1adb193.m3u8
科幻片-2022大海啸,https://m3u.nikanba.live/share/419751b5af3c4314b5a330e26ff1f41c.m3u8
科幻片-睡眠经销商,https://m3u.nikanba.live/share/2ea801d1f0974bbc8843c10bae1e47a8.m3u8
科幻片-特警判官,https://m3u.nikanba.live/share/6b7151648ce84f64997ecd0fa2030939.m3u8
科幻片-时空特警,https://m3u.nikanba.live/share/15f3ec9e122e490795d33a53d40c7cff.m3u8
科幻片-科学怪人之再生情缘,https://m3u.nikanba.live/share/bf705f3aeb414255ac35b55dc753216f.m3u8
科幻片-保卫者,https://m3u.nikanba.live/share/361da9e930324f798e5ef24a5af7cbed.m3u8
科幻片-拦截机,https://m3u.nikanba.live/share/c5219b3474e84a0e8c49e597adf951dc.m3u8
科幻片-武者回归,https://m3u.nikanba.live/share/4c0121b86c3c40fdbc8bf603b02f2708.m3u8
科幻片-量子启示录,https://m3u.nikanba.live/share/53102582b79d4818a95355f9f123abce.m3u8
科幻片-热浴盆时光机,https://m3u.nikanba.live/share/1885c3f78d9f497580f4253bea5531c6.m3u8
科幻片-冥河世界,https://m3u.nikanba.live/share/63df9038652f45e2adee0bd342b298c3.m3u8
科幻片-急冻末日,https://m3u.nikanba.live/share/2e8c29b990234433813580ae79c552e9.m3u8
科幻片-蜿龙,https://m3u.nikanba.live/share/154a9f1dfcc6439fafed90c574f8f3b6.m3u8
科幻片-巨石阵灾劫,https://m3u.nikanba.live/share/f932b236d85748c190da6d68164189c9.m3u8
科幻片-极地寒流,https://m3u.nikanba.live/share/9e0c9582d5484bb7848aedff80f0f788.m3u8
科幻片-未知病毒,https://m3u.nikanba.live/share/410850d6f11348c88cfb246534249e5c.m3u8
科幻片-红色派系：起源,https://m3u.nikanba.live/share/5a33218b1df248e79a328ff50449945f.m3u8
科幻片-超能游戏者,https://m3u.nikanba.live/share/d89b69ee35ed4bf7988da1b27b982055.m3u8
科幻片-生长,https://m3u.nikanba.live/share/d198f0797b7846a2a9d22759397abd7a.m3u8
科幻片-平行宇宙2011,https://m3u.nikanba.live/share/33a6756bf59844c886a18cc322b9956a.m3u8
科幻片-梦幻岛,https://m3u.nikanba.live/share/90f48311d813400e93a2cc2e074b696a.m3u8
科幻片-比基尼怪女,https://m3u.nikanba.live/share/90a06f1a8faa42e18aa17b84327fbbce.m3u8
科幻片-美国战舰,https://m3u.nikanba.live/share/825b96174dd14e358dba8aa3a6ebde36.m3u8
科幻片-致命禁闭,https://m3u.nikanba.live/share/61628631cfe84ab291e3e92accf6fea4.m3u8
科幻片-迷幻黑彩虹,https://m3u.nikanba.live/share/ea81f5be575c4306a64822bff44c0ae2.m3u8
科幻片-眼球战机,https://m3u.nikanba.live/share/9e4482b2b69145cf9a042dbb6d2312fe.m3u8
科幻片-记忆提取,https://m3u.nikanba.live/share/f752092662054b2a9215a2b0f86eff34.m3u8
科幻片-费城实验：再生,https://m3u.nikanba.live/share/8e257b72ef1a4eddb5212552ef6ff15d.m3u8
科幻片-海岸大捕怪,https://m3u.nikanba.live/share/fc9cd686ba8e41c6b96bb6a138575694.m3u8
科幻片-13号怪异岛,https://m3u.nikanba.live/share/b08a6df0b9434dd08f77529860f087eb.m3u8
科幻片-龙黄蜂,https://m3u.nikanba.live/share/c428f1c9f0c644e989fdd853e725b70f.m3u8
科幻片-激战星河,https://m3u.nikanba.live/share/89114918fbd94e9494895852abfc6e14.m3u8
科幻片-绝密飞行导演剪辑版,https://m3u.nikanba.live/share/592dfa1077084bfdb951b7d9f232e161.m3u8
科幻片-火山大爆发,https://m3u.nikanba.live/share/e7a568c1e247460e85d978b655334216.m3u8
科幻片-惊天动地8.0,https://m3u.nikanba.live/share/36060d2697c346b8a8dcb1cd497fa02b.m3u8
科幻片-梦魇猎手,https://m3u.nikanba.live/share/f1af9eee529f430d9ef8e78b1e46f99b.m3u8
科幻片-神秘博士：博士之时,https://m3u.nikanba.live/share/ee3e59fe5b734d44b05af96e38788a84.m3u8
科幻片-灭绝,https://m3u.nikanba.live/share/825ceb0001594f87aa859f521537910e.m3u8
科幻片-反物质危机,https://m3u.nikanba.live/share/f1237e85ac6346cbbbdaadc9307dfbf3.m3u8
科幻片-泰坦,https://m3u.nikanba.live/share/03bbc7f2eec5486eb1613b648ac269a6.m3u8
科幻片-神秘博士2016圣诞特别篇,https://m3u.nikanba.live/share/4bea740960074f0c8900e38fd17ea300.m3u8
科幻片-念力,https://m3u.nikanba.live/share/7b7b2960b13c4ee89b884459fd3f9bd7.m3u8
科幻片-奇点,https://m3u.nikanba.live/share/db7beb188f7b44ccb0bb7e39b2e568be.m3u8
科幻片-进击的巨人真人版后篇,https://m3u.nikanba.live/share/b4a04b3a77104404b6421f61e9e82741.m3u8
科幻片-安德烈：黑色的迷宫,https://m3u.nikanba.live/share/7edb409a8f8a4a71b2407a7c7cfa2949.m3u8
科幻片-人工智能：灭绝危机,https://m3u.nikanba.live/share/350e69f3016946d39dd0bb7ce83ec433.m3u8
科幻片-秘密,https://m3u.nikanba.live/share/815fd954adb340cd9203cfde413cadc8.m3u8
科幻片-伊甸园计划,https://m3u.nikanba.live/share/823b3c6c31bc4becaf3ffe97d331bb66.m3u8
科幻片-平行世界之门,https://m3u.nikanba.live/share/97c683d49b214dd986b0440953c36cda.m3u8
科幻片-异形,https://m3u.nikanba.live/share/ded937c6c06f4b25b63f61c0337b7f17.m3u8
科幻片-赐予者,https://m3u.nikanba.live/share/4c29395a00b6480892f570e6911b9369.m3u8
科幻片-蝙蝠侠,https://m3u.nikanba.live/share/8144db1ba1104947a5fdf2e3480cb45a.m3u8
科幻片-蝙蝠侠2蝙蝠侠归来,https://m3u.nikanba.live/share/be3af8b1ebf84252b2babc67f08ba173.m3u8
科幻片-冒险家：宝盒的诅咒,https://m3u.nikanba.live/share/c7ea831fb2b14f31885536bdd016cc66.m3u8
科幻片-蝙蝠侠3永远的蝙蝠侠,https://m3u.nikanba.live/share/4c163294393c48f78c950166b4d17479.m3u8
科幻片-科学小飞侠,https://m3u.nikanba.live/share/a11126a96ab84d838f42883ca82afec5.m3u8
科幻片-三叠纪猎杀,https://m3u.nikanba.live/share/19e2d70b34274d1fa460916bc8638f1e.m3u8
科幻片-殖民地,https://m3u.nikanba.live/share/6021cf2486f44252aec5083a330e89a0.m3u8
科幻片-奇机少年,https://m3u.nikanba.live/share/b5c6013cf94243628e375cc18e3affc5.m3u8
科幻片-曾有两次：《神秘博士》2017圣诞特别篇,https://m3u.nikanba.live/share/3b9bb105ce374c838eacab839688b136.m3u8
科幻片-禁闭：2025,https://m3u.nikanba.live/share/0ccbb924c76547afa783b871eeaaa66f.m3u8
科幻片-神秘博士元旦特集：戴立克革命,https://m3u.nikanba.live/share/b79ecd1f753f45878c9411df2e69f5d7.m3u8
科幻片-黑客帝国4：矩阵重启,https://m3u.nikanba.live/share/d03da4a32b2d435988d6d9b6fc9a717f.m3u8
科幻片-月球碎裂,https://m3u.nikanba.live/share/23a2d011bb83427ea775158cd7f8ac73.m3u8
科幻片-虚拟现实战,https://m3u.nikanba.live/share/e353d7283f1a4df5a1724bdff44248d1.m3u8
科幻片-宇宙黎明,https://m3u.nikanba.live/share/9303d1cdb1c947d2abfa51b5d9d35691.m3u8
科幻片-关公大战外星人,https://m3u.nikanba.live/share/48ceec15d8284e1d9d3e7699611e8bbb.m3u8
科幻片-看不见手的风景,https://m3u.nikanba.live/share/4d616b2f5d4a47a38f7e2285919496b4.m3u8
科幻片-2009迷失的记忆,https://m3u.nikanba.live/share/78bd99ee0db14cdda31175bd4c87f19e.m3u8
科幻片-我会看着的,https://m3u.nikanba.live/share/6233383e6ad046e394c5402788ed201f.m3u8
科幻片-挑战,https://m3u.nikanba.live/share/77f3f1d9542b4ce5acc2b4e8ac0dca2b.m3u8
犯罪片-阿修罗,https://m3u.nikanba.live/share/d52fe1420827461ab31bbb4b92322152.m3u8
犯罪片-扫黑·决不放弃,https://m3u.nikanba.live/share/9e88e541e0b0225e676be95cca118f2d.m3u8
犯罪片-谈判专家,https://m3u.nikanba.live/share/15e781538af8ab347ca069dcc734a3de.m3u8
犯罪片-绝地战警4,https://m3u.nikanba.live/share/35ffb037a27f8c7a0844cf74c2072b04.m3u8
犯罪片-黄金少年,https://m3u.nikanba.live/share/f87f3f6216e8d8e08130e8315b8f81ae.m3u8
犯罪片-谈判专家(粤语),https://m3u.nikanba.live/share/7099f3e14da20d76f21f9533746ebe52.m3u8
犯罪片-戈德曼审判,https://m3u.nikanba.live/share/da59d6d076454391a4569e7626b68a76.m3u8
犯罪片-破案之致命追凶,https://m3u.nikanba.live/share/e8e29d4beafc445ea30c7129bd83fda4.m3u8
犯罪片-致命嫌疑,https://m3u.nikanba.live/share/566013ceecec4e8a909d58302da64bce.m3u8
犯罪片-沸点,https://m3u.nikanba.live/share/671952237b534a828d60c00b4e64617a.m3u8
犯罪片-大嫂归来（国语）,https://m3u.nikanba.live/share/813e8684e91e4f33b8d291500b7e27da.m3u8
犯罪片-大嫂归来（粤语）,https://m3u.nikanba.live/share/02cc3b4e540941fd9d50df259b96452e.m3u8
犯罪片-乔治敦,https://m3u.nikanba.live/share/8f4c356ae1844eab824903eeb4a2bfd1.m3u8
犯罪片-选老顶,https://m3u.nikanba.live/share/526e7bc64e854aef9adfc2483a23d139.m3u8
犯罪片-树大招风,https://m3u.nikanba.live/share/f891f93f831d4ba9b6b224ff4a7a70ae.m3u8
犯罪片-青龙复仇,https://m3u.nikanba.live/share/0925a588ae3a45caba34e50d41544a2d.m3u8
犯罪片-反贪风暴4(国),https://m3u.nikanba.live/share/6e42e4ca24244429b206567b08a2563b.m3u8
犯罪片-反贪风暴(国),https://m3u.nikanba.live/share/814574bb086d4da580cccca5715da8c8.m3u8
犯罪片-反贪风暴3(国),https://m3u.nikanba.live/share/535b5311eb9a4f66a4caa610abff5fe5.m3u8
犯罪片-古惑仔2之猛龙过江,https://m3u.nikanba.live/share/5135dc58becb46a4878e7643b6810651.m3u8
犯罪片-烈火战车2：极速传说(粤),https://m3u.nikanba.live/share/2e2bda866b81443bb7cc5ef18bad5916.m3u8
犯罪片-神算(粤),https://m3u.nikanba.live/share/48dc64eb3cf042aa90b96324f525a16c.m3u8
犯罪片-O记三合会档案(粤),https://m3u.nikanba.live/share/81d94657c71b4458bd22d28db108c8e8.m3u8
犯罪片-门徒(粤),https://m3u.nikanba.live/share/bc297194d5dd44a3a38dd1ff40bf10f8.m3u8
犯罪片-追龙Ⅱ(粤语),https://m3u.nikanba.live/share/4db5b5f61e774057a72d1e1e813ca6ed.m3u8
犯罪片-反贪风暴5：最终章(国),https://m3u.nikanba.live/share/e70f5131e7444a35aa883dff2772fe1e.m3u8
犯罪片-麒麟臂,https://m3u.nikanba.live/share/d19a1ac96913459c8ae8644a038ef291.m3u8
犯罪片-喋血街头(粤),https://m3u.nikanba.live/share/14816b9146c24ef08316d64fcf85c0d9.m3u8
犯罪片-杰伊·比姆,https://m3u.nikanba.live/share/c4b7448374f34e88abe4f255d85cee1b.m3u8
犯罪片-恶棍追缉令,https://m3u.nikanba.live/share/57b0f6e125494482a601c13042ccfd9a.m3u8
犯罪片-不容喘息,https://m3u.nikanba.live/share/1e592243d5eb4405b65e3ea81dd4841d.m3u8
犯罪片-一级指控(国),https://m3u.nikanba.live/share/32c444cbf5b649e08e4488312e6622dd.m3u8
犯罪片-假扮上帝,https://m3u.nikanba.live/share/ff9571990d2745f1a50ba55c5b7ba5cc.m3u8
犯罪片-一夕致富,https://m3u.nikanba.live/share/2ee6346e07654d51afaff803255f9f1e.m3u8
犯罪片-相信我：被诱拐的丽莎·麦克维,https://m3u.nikanba.live/share/73ba4fa0e0ee482bbeec173ec5e5b75b.m3u8
犯罪片-犯罪活动,https://m3u.nikanba.live/share/e7f18bea16124d97a7e5c2cc7e2d4a87.m3u8
犯罪片-流浪的迪潘,https://m3u.nikanba.live/share/933347c1c63c4927be7f6f278f206bd8.m3u8
犯罪片-江湖有道,https://m3u.nikanba.live/share/6016a8d68a934f1d8183f1c7936b652f.m3u8
犯罪片-致命信条,https://m3u.nikanba.live/share/1387c7fcd9084733856aea4fc6f38dc0.m3u8
犯罪片-检察官外传,https://m3u.nikanba.live/share/630a8320d96749c5a0746dfd1a8917dc.m3u8
犯罪片-极品飞车,https://m3u.nikanba.live/share/77208b313de84380902e5d34f45e2dcf.m3u8
犯罪片-传奇,https://m3u.nikanba.live/share/92ede669c2954e08a2d74d98941f9362.m3u8
犯罪片-局内人,https://m3u.nikanba.live/share/32d5abeeff394b47978a6fd67f1197c3.m3u8
犯罪片-泄密者,https://m3u.nikanba.live/share/d345d9019a43460b838a8f12d71ec355.m3u8
犯罪片-昭和64年 后篇,https://m3u.nikanba.live/share/aa56d16176d04d4a98952a341c1c75d6.m3u8
犯罪片-死于独特,https://m3u.nikanba.live/share/4fc48b493c80484ca713189eff40c9fc.m3u8
犯罪片-白领流氓3,https://m3u.nikanba.live/share/ab690b5bbab442d9b97c6312aeed1909.m3u8
犯罪片-连环杀手的生活指南,https://m3u.nikanba.live/share/9d8910c4f8274edfb53f6744845f4834.m3u8
犯罪片-迷宫,https://m3u.nikanba.live/share/ebec3ec87ede4b67915ea1b6356f3c93.m3u8
犯罪片-末路狂花,https://m3u.nikanba.live/share/ed8d06915ae542a290408bb5175bb4cf.m3u8
犯罪片-地狱厨房,https://m3u.nikanba.live/share/d1b2848afbd34bf89994c5b115174ede.m3u8
犯罪片-对决,https://m3u.nikanba.live/share/ea54c444faee4b5caf716439219ffaef.m3u8
